6334	A
10455	A
6552	B
14234	A
1915	A
11365	A
444	A
3538	A
15083	A
5752	B
14111	A
11832	A
4890	A
1379	A
4812	A
5692	A
14296	A
14035	A
3716	A
11898	A
1340	A
14589	A
10929	A
1698	A
10147	A
6985	A
10218	A
13214	B
2579	A
3556	A
4683	A
5122	A
2254	A
5416	A
14454	A
6074	A
10407	A
11221	A
13761	A
5841	B
10617	A
11420	A
4481	A
1649	A
12282	A
234	B
13410	A
6215	A
12366	A
7807	A
3394	A
1264	A
15033	A
4827	A
5190	B
12557	A
7718	A
11112	A
5076	A
1420	A
9409	A
11935	A
14019	A
42	A
235	A
184	B
14064	A
9139	B
10318	B
14868	A
1612	A
6007	A
9514	A
6716	A
3174	A
9473	A
7988	A
6782	B
3806	A
436	B
712	A
12671	B
10844	B
3564	A
9050	A
6776	B
5341	A
7900	A
3523	A
9248	A
10095	A
10968	A
10309	A
1324	A
6718	A
8029	A
3395	A
30	B
4058	B
11291	A
2690	A
4117	A
3037	B
11426	B
13319	A
1085	A
14410	A
14727	A
1943	A
8611	A
2878	A
5445	A
511	B
6750	A
4752	B
5452	A
7049	A
8891	A
7957	A
6523	A
13108	B
2935	B
3959	A
14231	A
6218	A
13640	A
11087	B
10152	A
11545	A
6714	A
6504	A
4392	A
4375	B
5425	A
4003	B
7417	A
9338	A
3382	A
8389	A
13001	B
5505	A
7205	A
10158	A
10748	A
588	B
12598	B
10121	A
10842	A
12134	A
13304	B
11659	A
1472	A
14058	A
8341	A
8375	A
10094	A
3691	A
10249	A
8591	A
3228	A
11133	A
8616	A
14121	A
6241	A
11128	B
14224	A
3014	A
14951	A
3917	B
4483	A
2152	A
9578	A
5202	A
5882	A
7317	A
2384	A
5877	A
14423	A
13341	B
7945	A
1808	B
4120	A
13015	A
4640	A
11725	A
5026	A
7458	A
5930	A
1094	A
5372	A
2580	A
4277	A
6989	B
6364	A
4341	A
2506	A
13160	A
9216	A
1856	A
6143	A
5629	A
6199	A
5867	A
11542	B
4598	A
10033	A
13669	A
13773	A
3408	A
860	B
1961	A
1650	A
11685	A
14934	A
253	A
6576	A
14173	B
4661	A
11710	A
3775	A
4269	A
2026	A
840	A
8048	B
10134	A
9042	A
15004	A
6063	A
4883	A
422	A
1988	A
13424	A
9370	A
9180	A
10761	A
7662	A
35	A
9071	A
18	A
9865	A
12670	A
11196	A
8995	A
11843	A
6114	B
4135	A
5679	A
8454	A
7590	A
9780	A
523	A
1320	A
14494	A
9863	A
3134	A
6113	A
12772	A
1864	B
11994	A
759	A
10632	A
13755	A
3807	A
7207	A
11585	A
13562	A
8941	A
29	A
2557	A
7908	A
582	A
435	A
10020	A
1058	B
13774	A
10112	A
6891	B
8385	A
10713	A
9521	B
9466	A
12480	A
2893	B
13586	A
3795	B
4049	A
11980	A
7980	A
150	A
6440	A
2324	A
3135	A
15101	A
12078	A
13122	A
11804	B
3021	A
8978	A
11865	B
4370	A
3104	B
7686	A
10572	A
10487	A
11949	A
2090	A
13265	A
13945	A
9690	B
2491	A
625	A
14591	A
12900	A
6931	B
14468	A
8701	A
7302	A
12929	A
7532	A
14243	A
5475	A
14947	A
318	B
3991	A
12203	A
12649	A
5364	A
12524	A
14945	A
3583	B
9124	A
13222	A
4394	A
5820	A
2966	A
4253	A
12885	B
12287	A
2172	A
8344	A
13726	B
8386	A
701	A
3387	A
229	A
9838	A
9702	A
9995	B
13816	B
5614	A
8004	A
12978	A
9516	A
2757	A
12714	A
6089	A
3864	A
1949	B
4936	A
5903	A
1283	A
5813	A
1933	A
2540	A
12583	A
10801	B
743	A
276	B
1831	B
3338	A
8987	A
3833	A
12974	A
5704	A
1785	A
14922	A
832	A
5707	A
4583	A
11067	A
13880	A
11432	A
5846	A
12852	B
2225	B
3340	A
7509	A
8741	A
9460	A
4326	A
11193	A
1455	A
3653	A
2115	A
4449	B
10480	A
2877	A
13189	B
9365	B
8789	A
12683	B
14807	A
14785	A
12244	A
733	A
5399	A
6227	A
11785	A
5818	B
13720	A
5615	A
13956	A
4850	A
7135	B
10738	B
8213	A
656	A
3588	A
3701	B
1682	A
10867	B
12302	A
5074	A
4472	A
8981	A
5705	A
9709	A
10782	A
6502	A
14767	A
4249	A
1117	B
1155	A
12966	A
9086	A
12996	A
13899	A
7273	A
6519	A
7661	A
13206	A
6814	A
2937	B
14817	A
12155	B
12390	A
3384	A
2869	A
6073	A
7199	A
3641	A
11988	A
13030	A
13479	A
13154	A
2035	A
9685	A
6031	A
9852	A
9720	A
11505	A
3550	B
9986	A
5012	A
14397	B
10127	A
567	A
13477	A
14398	B
3316	A
769	A
1534	A
6395	B
1147	A
426	A
785	A
12286	A
1073	A
9631	B
13229	A
6321	A
2111	A
5987	A
15188	A
14431	A
1708	A
12276	A
125	A
10192	A
4266	A
6141	A
12914	A
2790	A
10169	A
7889	A
12541	A
7637	B
11863	A
3099	B
3576	A
8204	A
2653	A
12342	A
1946	A
6967	A
11559	A
9485	B
3347	A
4196	A
1039	A
4251	A
8888	A
10467	A
534	A
10013	A
2873	A
7626	A
322	A
9617	B
168	B
8839	B
915	B
4040	A
10611	A
4769	A
1491	A
11534	B
12116	A
3144	A
3250	A
416	A
2990	A
4764	B
140	A
8021	A
774	B
226	B
12233	B
6760	B
4308	A
10107	A
6348	A
6678	A
4262	A
2609	B
5742	A
5715	A
6067	B
61	A
10963	B
10257	A
1004	A
1429	A
6561	A
13744	B
8479	A
13547	A
10118	B
6926	B
9213	A
11216	A
1440	A
8933	A
13490	A
1755	A
5417	A
5004	B
7664	A
2228	A
13637	A
6556	B
13874	B
7065	A
12789	A
1553	A
4754	A
4515	B
8259	A
587	B
11224	A
8565	A
4245	A
12805	B
14313	A
6116	A
4981	A
7810	A
9972	B
153	A
12275	A
4119	A
1911	A
1586	A
5998	B
6455	A
13100	A
4126	A
3698	A
5639	A
9908	B
6029	A
12758	A
13768	A
9468	A
12940	A
8937	A
15164	A
4816	B
6697	A
6225	A
8776	B
10646	B
13183	A
10649	A
11645	A
13143	B
1291	A
6933	A
9917	A
12859	B
12104	A
1034	A
11142	A
6591	A
2358	A
13284	A
7538	A
13061	A
4720	A
4824	B
3868	A
13785	A
1196	A
6937	A
13009	A
14997	A
3280	A
67	A
1905	B
13541	A
1703	A
6495	A
2082	B
7404	A
2860	A
12463	A
10177	B
3799	A
9163	A
7713	A
1720	A
9429	A
1964	A
8557	A
5595	B
9936	A
4840	A
4026	B
3891	A
12739	B
3404	A
4432	B
12378	A
9628	A
2569	A
2281	A
11116	B
8378	B
13886	A
11758	A
6513	B
12194	A
1169	A
6589	A
8226	A
9964	B
3292	A
1748	A
1269	A
363	A
8409	A
14128	A
5109	A
9888	A
3083	A
10601	A
7184	A
14537	A
4174	A
14399	A
5489	B
6476	A
7739	A
2230	A
1641	A
12672	A
13062	A
9793	B
14747	A
9661	A
8895	A
4997	B
10179	B
677	B
1454	A
8940	B
11814	A
471	A
6183	A
8393	A
1362	A
5133	A
9407	A
3697	A
11979	A
1515	A
14811	A
9932	A
2050	A
12011	A
1681	A
10454	A
10039	A
14944	B
4898	A
9992	A
1995	A
3410	A
9543	A
4221	A
6771	A
1105	A
9800	A
4453	A
1234	A
6816	A
4212	A
315	A
6172	A
5003	B
11991	A
4148	A
4399	A
5322	A
4519	B
866	A
2930	A
6869	A
3226	A
14694	A
11892	A
3111	A
8165	B
6615	B
14023	A
5997	A
11735	A
8913	B
12206	A
10306	A
12507	A
14375	A
14888	A
12497	A
1049	A
4601	B
5988	A
6558	A
5628	B
10025	A
5960	A
1606	B
5888	A
9240	A
13280	A
10243	A
1470	A
6005	A
7888	A
13396	A
127	B
14442	A
649	A
7502	A
12963	A
7060	B
13660	A
661	A
3674	A
6634	A
10044	B
467	A
6140	A
10536	A
1927	A
7809	A
1675	A
6425	A
70	A
6670	B
10942	A
4991	B
8585	A
12918	A
10056	A
11092	B
2390	A
2679	B
407	A
9196	A
1747	A
6213	A
13869	A
9909	A
5760	A
7722	A
5518	A
7976	A
14206	A
8449	A
1718	A
9510	A
7867	A
1588	B
1589	B
6392	A
3220	B
13290	B
6489	A
1953	A
1648	A
3209	A
7227	A
12028	A
6801	B
6969	B
7257	A
400	A
11919	A
3058	B
4594	A
12232	B
6676	A
11684	A
3098	B
9528	A
14717	B
12425	A
2874	A
5094	A
260	A
3407	A
11536	A
11797	A
5592	A
812	B
2954	A
4956	A
12979	A
7595	A
3409	A
11096	A
9043	A
6618	A
3400	A
13937	A
12738	B
3753	A
4779	A
6562	A
1618	A
4475	A
8089	A
8152	B
9356	A
4817	A
242	A
3850	A
6150	A
11032	A
2894	A
65	A
3582	B
10503	A
2978	A
3113	A
2718	A
2289	B
14199	A
13539	A
3847	A
12293	A
9187	A
14840	A
15035	A
10962	B
4553	A
13475	A
3844	A
2494	A
9821	A
15224	A
8365	A
3344	A
10159	B
12640	A
5388	A
10836	A
3013	A
71	A
319	B
14264	B
12092	A
9275	B
15091	A
13943	A
11408	A
14177	B
31	A
9896	A
5680	A
8244	B
11387	B
11210	A
204	B
13933	A
8154	B
8205	A
11709	A
8124	B
3902	A
13076	A
8458	A
811	A
1370	A
1035	B
14846	A
9570	A
1331	A
14603	A
5678	B
7454	A
74	A
6983	A
7618	B
10098	A
5053	A
5096	A
5021	A
2424	A
10763	A
13980	A
6135	A
4872	A
4015	A
12436	A
1782	A
2109	A
14975	A
509	A
7168	A
12146	B
584	A
1990	A
1899	A
559	B
2391	A
12362	B
13681	A
4006	B
8873	A
4153	A
11218	A
15024	A
11992	A
4333	A
841	A
4017	A
9567	B
5872	A
10304	A
1669	A
13230	A
1622	A
12048	A
12737	A
11213	A
11386	B
4782	A
12744	A
8880	A
9215	B
8069	A
8057	A
11739	A
3100	A
9975	A
1318	A
2598	B
5916	A
12684	A
7380	A
5324	A
2901	A
12500	A
6381	A
11757	A
12648	B
7565	A
14057	A
12681	A
2174	A
2492	A
5631	B
6584	B
2283	A
13071	A
734	A
14377	A
14383	B
4265	A
2975	B
6184	B
2025	B
7018	B
12209	A
12793	B
12230	A
2169	A
11044	A
831	A
1711	A
7154	A
10273	B
14170	B
7720	A
12017	A
11655	A
3846	A
5546	A
1180	A
7852	A
11842	A
1790	B
4907	A
13438	B
4321	A
13829	A
5495	A
8475	A
11671	A
1444	B
6668	A
15007	A
8451	A
11948	A
11829	A
5473	B
7094	A
10386	B
14711	A
729	A
7242	B
4334	B
9226	A
8885	A
14729	B
11020	A
5791	B
6081	B
12023	A
6704	B
3308	B
4580	A
8722	A
8337	A
9677	B
3039	A
11479	A
1997	B
3199	A
10678	B
10807	A
11063	A
2676	A
13306	A
14077	A
14421	B
1941	A
7860	A
5196	A
11870	B
3880	A
4427	A
14050	A
1070	A
8795	A
3673	A
5632	A
3472	A
12235	A
4591	A
14943	A
13494	B
11845	A
1783	A
7002	A
451	A
1468	A
13788	A
14025	A
1704	A
950	A
3008	A
3742	A
7779	A
5260	A
8285	A
10907	A
11633	A
185	A
6430	A
9490	B
2713	A
4460	A
14097	A
13247	A
9104	A
1017	B
11583	A
966	A
15080	B
8236	A
14815	A
5868	B
2098	A
13665	A
13272	A
2057	A
8019	A
7831	A
4875	A
11674	A
2941	A
12462	A
7790	A
4608	A
2882	A
1286	A
11009	A
2216	A
1307	B
12560	A
13808	A
12434	A
3690	A
12315	A
14942	B
1098	A
6130	A
6898	A
8214	A
2321	A
2841	A
958	A
7123	A
4307	A
10357	A
10553	A
14275	B
3639	A
8391	A
14486	A
2585	A
13243	A
4819	A
762	A
10888	A
8666	A
2921	A
3644	A
14151	A
7968	A
406	A
3127	A
14648	A
5657	A
9555	A
13171	A
14689	A
13536	A
4092	A
6101	A
5130	A
5944	A
14236	B
11245	A
943	B
2379	B
3962	B
1390	A
9848	A
9419	A
11172	A
4285	A
3510	A
6525	A
8025	A
12246	A
10262	A
15159	A
7833	A
2681	A
7326	A
11384	A
11660	A
501	A
4358	A
3450	B
8764	A
6905	A
960	A
2875	A
11235	A
1508	B
8122	A
3967	B
4955	A
8433	A
1828	A
1327	A
8109	A
13314	A
6095	A
695	A
13152	B
2942	A
6843	A
2512	A
4296	A
2726	A
1728	A
4008	A
4947	A
2453	A
10504	A
7712	A
278	A
8361	A
7009	A
14698	A
7727	A
619	A
3136	A
6531	B
10537	B
9864	A
1731	A
14774	B
1584	A
6233	B
6201	A
5551	A
2830	B
8862	A
791	A
8459	A
3137	A
3043	A
4506	A
8387	A
246	A
7692	A
8860	A
5444	B
9140	A
6117	B
10522	A
1255	A
11342	A
14637	A
3766	A
14448	A
7449	B
2685	A
8196	A
12223	A
2480	A
10589	A
14329	A
14653	A
8027	A
4977	B
14143	A
9525	A
9345	A
8841	B
13140	A
360	A
3374	A
5500	A
894	B
5669	B
5855	A
6769	A
12396	B
8034	A
3461	A
535	B
9463	A
6253	A
6335	A
13239	B
8028	A
983	A
14610	A
6625	A
4568	A
9868	A
14153	A
3951	A
6136	A
8115	B
12538	A
14551	A
1571	A
8461	A
678	B
6333	A
9891	A
12586	A
11736	A
1859	A
5189	A
121	B
12486	A
12105	A
39	A
13094	B
7508	A
13194	A
2601	B
12446	B
2320	A
8550	B
3654	B
10914	A
905	B
7372	A
8903	B
12320	B
12267	A
9496	A
14907	B
11177	A
1022	B
14184	A
14390	A
6398	A
2120	A
13779	A
10835	A
1300	A
5221	A
12067	A
13159	A
1484	A
13300	A
5689	A
312	A
3617	A
15031	B
13033	A
14569	A
4756	A
685	A
12992	A
6934	B
11514	A
10080	A
3786	A
9093	B
8413	A
6060	A
12566	A
14795	A
5584	A
1659	A
13187	A
3273	A
328	A
4043	A
2596	A
11280	A
1303	A
12984	A
2979	A
8864	A
589	A
2269	A
1992	A
8600	A
11761	B
8113	B
2667	A
5757	A
12856	A
13504	B
6886	A
10711	A
4105	A
6326	B
10294	A
6802	A
5648	A
10384	A
5360	A
13146	A
2929	B
10331	A
8408	A
2682	A
6088	A
3630	A
11014	A
5790	A
10704	A
12096	A
7377	B
10724	A
4084	A
7578	A
7507	A
10577	A
4831	B
5559	A
12765	A
9588	A
11974	A
13749	A
459	A
5337	A
14640	A
11167	B
3260	A
7397	A
9663	A
9501	A
75	A
10798	A
5623	B
3768	B
11953	A
7217	B
8923	A
10648	B
11931	A
6429	A
8239	A
455	A
12841	A
12958	A
9314	B
3793	A
5099	B
10343	A
3078	B
12701	A
6996	A
10059	A
12691	B
8626	A
347	A
8366	A
11618	A
566	A
5776	A
11468	A
911	A
14203	A
1908	A
10580	A
90	A
3592	A
13593	A
3705	B
6470	B
14769	A
13421	A
11002	A
4611	A
10228	A
4893	A
515	A
7139	B
7402	A
4357	A
10197	A
11053	A
5925	A
12021	A
8141	A
9230	A
11500	A
10073	A
3389	A
3187	A
10622	A
7283	B
7965	A
460	A
10018	A
4259	A
12710	A
5267	B
13225	A
7678	A
10693	A
4064	A
1834	A
9003	A
11687	A
8090	A
8131	A
7284	B
1339	B
2382	A
7530	A
10725	A
5862	A
9638	A
5090	A
1141	A
9581	A
9627	A
9118	A
12455	A
13849	A
4686	A
5424	A
14760	A
3198	A
13114	B
6663	A
9243	A
15176	A
11517	B
106	B
3788	A
12542	A
14705	A
10051	A
2388	A
11827	A
1597	A
5801	A
12750	A
4791	A
5763	A
13392	A
14981	A
8332	A
14469	A
6851	A
10501	A
1364	A
4548	A
8837	A
10920	B
12825	A
9465	A
3246	A
3609	B
2153	A
6901	A
85	A
1893	A
4473	A
13482	A
8867	A
8162	B
13822	A
11381	A
1439	A
12682	B
14617	B
2730	A
6071	A
14971	A
8912	A
867	A
4395	A
1313	A
8497	A
10129	A
8881	B
15021	A
6351	A
6121	A
8437	A
12646	A
7474	B
7873	A
11916	B
13752	B
3073	A
7	B
10615	A
11503	A
13103	A
398	A
9247	A
1536	A
8561	A
5204	A
8834	A
2774	A
232	A
503	A
4620	A
4098	A
14341	A
6884	A
13793	A
5535	B
5578	A
1607	A
3044	A
13350	A
12053	A
134	A
11562	A
6885	A
5674	A
12592	A
15214	A
12403	B
5480	A
12709	B
3204	B
3817	B
10440	B
4479	A
11337	B
2392	A
5112	B
9122	B
14988	B
10270	A
11579	A
864	B
5583	A
7080	A
5216	A
3298	A
6295	A
7785	A
9296	A
5065	A
6830	A
5042	A
3081	A
5353	A
1301	A
8519	A
13151	A
10176	A
7892	A
10136	A
10164	A
14961	A
1691	A
2572	B
8534	A
12959	A
8575	A
117	B
8581	A
6484	A
14912	A
5259	A
1101	A
5038	A
14305	A
10000	A
13517	A
1886	A
83	A
995	A
12252	A
3613	A
8533	A
3549	A
12343	B
7423	A
752	A
7886	B
4323	A
12066	A
8267	A
4626	A
8830	A
13587	B
3289	A
13402	B
2166	B
12239	A
766	B
13894	A
537	A
14142	A
12379	A
11338	A
8473	A
383	A
1183	A
13686	A
5662	A
13295	A
7163	A
3489	A
4891	A
4577	A
9423	B
11302	A
325	B
14970	B
6384	A
10706	A
4028	A
7433	A
2256	B
2138	A
3248	B
9651	B
9184	A
7569	B
9199	B
8281	A
14550	A
13158	B
5478	A
4374	A
9689	A
7311	A
12643	A
3924	A
3919	B
4698	A
9745	A
8202	A
2925	A
7358	A
4463	A
12628	A
189	A
9739	A
7580	A
12454	A
14182	A
6378	A
14430	A
12471	A
4036	B
6845	A
1262	B
6093	A
6991	A
10189	A
10329	A
9750	A
10794	A
1621	A
704	A
12047	A
11803	B
1156	A
5983	B
2714	A
6338	A
4247	B
5793	A
285	A
12522	A
5861	A
14338	A
9910	A
6030	B
7409	A
6854	B
12823	A
13373	B
8071	A
1089	A
6210	A
8539	A
12687	A
4216	A
14764	A
8660	A
2520	A
5443	A
11593	A
14037	A
13971	A
2661	A
6550	A
11513	A
7048	A
8320	B
14116	A
236	A
8749	A
11951	A
1887	B
4813	A
13088	A
14917	A
11171	A
9755	A
7576	B
11380	A
3319	A
12174	B
13828	A
14036	A
14279	A
9990	B
14441	B
8918	A
14165	A
12791	B
1142	A
10322	B
14819	A
8254	A
1357	B
1694	B
13036	A
4866	A
11048	A
9650	B
12558	A
2065	A
903	A
12086	A
9377	A
11850	A
12	A
8602	A
2403	A
5031	A
9870	A
4159	B
13498	A
2821	A
13000	A
5034	A
9881	A
5574	A
12549	A
3112	B
15186	A
9432	A
6242	B
1095	A
14630	A
1079	A
13565	B
5300	A
11773	A
3904	A
8695	B
12327	A
2844	A
7097	A
4639	A
2725	A
9129	B
7971	A
14860	A
13452	A
10452	B
261	A
3607	A
8072	A
9970	A
432	B
2192	A
14096	A
8929	A
11621	A
2315	A
10872	B
9622	A
7847	A
5894	B
12881	B
7286	A
3555	A
8316	A
13878	A
11553	A
639	A
3263	A
8358	A
11813	A
13097	A
2999	A
7424	A
9386	A
10401	A
11413	A
210	A
2818	A
5567	A
13535	A
2049	A
12130	A
7575	A
8825	A
11318	B
4189	B
14759	A
289	A
5554	A
9194	A
4337	A
9236	A
8106	A
4396	A
647	A
11692	A
7256	A
11531	A
12657	A
2756	A
14631	B
12680	A
13674	A
13530	B
8504	A
11651	A
14374	B
3357	A
9777	A
10298	A
4630	A
6036	A
1106	A
9382	A
1858	A
11379	B
8560	A
4897	A
14710	A
3779	B
5125	A
4094	A
11373	B
11810	A
15190	A
3628	A
13207	A
7869	A
14040	A
2200	A
12361	B
8423	A
12573	A
14821	A
2635	B
10461	A
2156	A
11325	A
7319	A
5977	A
10371	A
1506	A
8397	A
13559	B
6721	A
11519	A
952	A
14406	A
13014	A
2514	A
13040	A
7872	B
3287	A
4860	A
10797	A
5549	A
13044	A
11614	A
10558	A
13372	A
7819	A
6263	A
7568	A
9126	A
6205	B
13988	A
14127	A
13080	A
3378	A
6522	A
9634	A
13325	A
3385	A
12624	A
4670	A
1219	A
3049	B
14993	A
370	A
940	A
12013	A
12937	B
15075	B
12133	A
10752	A
3172	A
12828	A
13079	A
13856	A
4062	A
4504	A
2429	A
13270	B
776	A
10719	A
1657	A
10496	A
1749	A
6025	A
8832	A
9639	A
13955	A
609	A
15131	A
644	B
4045	A
4550	A
6298	A
813	A
855	A
12274	A
13308	A
12936	A
14458	A
13694	B
10111	B
5797	A
12875	A
1065	B
1926	A
9056	A
11662	B
79	A
12429	B
13898	A
12377	A
11876	A
5638	A
6535	A
7211	B
2594	A
660	A
2263	A
14159	A
2777	A
11450	A
1510	A
4535	A
8982	A
12518	A
1251	A
1852	A
9991	A
1575	A
9533	B
3265	A
11577	A
142	A
5548	B
10528	A
10040	A
8705	A
4636	A
12241	A
10909	A
1587	B
9602	A
8369	A
14938	A
9645	B
5067	B
1363	A
1732	A
2589	B
8046	B
3349	A
673	A
5826	A
33	A
4960	A
2867	A
15189	A
10250	A
6028	A
8455	A
11392	B
14606	A
13917	A
13092	A
4699	A
6665	A
4563	A
11266	B
10864	A
8671	A
6877	A
9499	A
10348	A
2891	A
280	B
10255	A
14001	A
6004	B
9730	A
2621	A
7346	A
4429	A
331	A
4013	A
8733	A
11913	A
15108	A
9358	A
13671	B
14345	A
14595	A
1702	A
7742	B
2612	A
3819	A
7285	A
13129	A
14887	A
3034	A
493	B
8681	B
9919	A
6391	A
1042	A
10561	A
14687	A
2163	B
10148	B
14974	A
7212	B
7782	A
9719	A
10472	A
5875	A
5387	A
1837	A
2614	A
10241	A
4656	B
2293	B
12400	A
13757	B
2279	A
5069	A
8548	A
7039	B
13357	A
2836	A
2097	A
9817	B
10510	A
1093	B
7223	A
12424	A
477	A
4418	A
13085	A
10636	A
11146	A
4562	A
14132	B
2731	B
821	B
248	A
5186	A
3023	B
13668	A
12577	B
1817	B
3431	A
13692	A
6467	A
11232	B
2577	A
13474	A
3493	B
14542	A
4556	A
1505	B
3473	A
10751	A
13876	A
12461	A
8022	A
8619	A
8075	A
3016	A
12794	B
245	B
1678	A
12722	A
4250	A
3397	B
8261	A
10563	A
3825	A
1144	A
2239	A
14134	A
14293	A
9173	A
3715	A
12956	B
6296	A
5547	A
9805	A
4559	A
9562	A
14700	A
5898	B
7347	A
9902	A
4067	A
15034	A
9458	A
7159	A
1207	A
897	A
727	B
9008	A
8494	A
581	B
5693	A
5677	A
2179	A
9520	A
8647	A
10656	A
3328	A
5787	A
3158	A
14778	A
6412	B
13440	A
4664	B
11050	B
9858	B
8398	A
5931	A
9036	A
3466	A
6194	A
5051	A
13215	A
14956	B
9556	A
8018	A
294	B
10718	A
12422	B
15100	A
6954	B
1695	A
9535	B
3601	A
6580	A
8270	A
3707	B
4359	A
14879	A
11047	B
14770	A
5131	A
10154	B
13736	A
1963	A
10070	A
14210	A
10084	B
3836	A
13005	A
11267	A
1623	A
3910	A
8138	A
14741	B
3879	A
13419	A
3805	A
14178	A
5510	A
7174	A
5156	A
14354	B
15036	A
4450	A
12292	B
3335	A
13251	A
3350	A
2327	B
6313	B
12259	A
12311	A
6804	A
11026	A
9128	A
11170	B
5310	B
13370	A
14585	A
1764	A
4735	A
7793	A
1108	A
4951	A
11396	A
7533	A
3857	A
277	A
5967	A
4089	A
11081	B
1173	A
14197	B
6720	A
14762	A
8056	A
12813	A
12854	A
7340	A
6662	A
9401	B
5081	A
9784	A
9513	B
14525	A
3028	A
5059	B
1119	A
6878	A
10406	A
7221	A
13844	A
14665	A
693	A
3453	A
7646	A
4331	A
12150	A
10949	A
9038	A
7781	A
10878	A
11922	A
11978	A
11840	A
391	B
13642	B
14949	A
5208	B
12785	A
4243	A
7196	A
10265	A
4728	A
13818	A
13969	A
935	A
731	B
12780	A
15041	A
4621	B
1888	B
8051	A
13197	B
8024	B
15193	A
595	A
2408	B
9978	A
3999	B
7581	A
6661	B
2552	B
9727	B
5046	A
4336	A
13857	A
2560	A
13352	A
9969	A
5403	A
2252	A
11762	A
5907	A
132	A
2497	A
2964	A
11831	A
11140	A
14244	A
1237	A
10710	A
1771	A
13979	A
12651	A
11646	B
6280	B
7392	B
4448	A
5145	B
13422	A
12098	A
1198	A
12922	A
4383	B
2301	A
55	A
1602	A
7014	A
708	A
3516	A
4021	A
13625	A
10879	A
11610	A
12510	A
13038	A
11253	B
14033	B
12986	A
7277	A
12296	A
1452	A
3711	A
7431	A
10825	A
3191	B
12193	A
14321	A
6744	B
8268	A
387	B
333	A
12627	B
6423	A
14908	A
12829	A
4555	A
11900	B
10927	B
1770	A
13257	A
3254	B
14768	A
13471	A
2786	B
8030	A
14204	A
364	A
1473	A
8931	A
181	A
4979	A
2738	A
13181	A
11770	A
11719	A
4543	B
4581	B
9396	B
6035	A
13053	A
81	A
8098	A
1163	B
1880	A
9181	A
5455	A
11771	A
1920	A
1304	B
1876	B
8238	A
11877	B
14066	A
11589	B
11836	A
6259	A
8992	A
12563	A
11355	A
7067	A
14979	A
4962	A
7033	A
9538	B
7134	A
14364	A
545	B
12666	A
2419	A
267	A
7360	B
12431	A
12260	A
11344	A
14925	A
10484	A
6379	A
6170	A
2992	A
8875	A
11643	A
11	A
4074	A
2268	A
7407	A
12354	A
7897	A
8520	A
6119	A
10917	A
3169	A
8866	A
